Rating,Subject,Word,Naive,Language
3,A,bat,notNaive,English
6,A,elephant,notNaive,English
2,A,avocado,notNaive,English
4,A,monkey,notNaive,English
5,A,lion,notNaive,English
3,A,stork,notNaive,English
2,A,mushroom,notNaive,English
3,Ro,squid,notNaive,English
2,Ro,pear,notNaive,English
2,Ro,asparagus,notNaive,English
2,Ro,leek,notNaive,English
4,Ro,donkey,notNaive,English
2,Ro,pigeon,notNaive,English
2,Ro,eagle,notNaive,English
2,Ro,squirrel,notNaive,English
2,Ro,woodpecker,notNaive,English
2,Ro,bunny,notNaive,English
2,Ro,fox,notNaive,English
2,Ro,sheep,notNaive,English
4,Ro,shark,notNaive,English
3,Ro,badger,notNaive,English
5,Ro,moose,notNaive,English
1,Ro,radish,notNaive,English
1,Ro,cherry,notNaive,English
3,Ro,tortoise,notNaive,English
5,Ro,mouse,notNaive,English
2,Ro,pineapple,notNaive,English
7,Ro,whale,notNaive,English
1,Ro,ant,notNaive,English
1,Ro,wasp,notNaive,English
3,Ro,goose,notNaive,English
2,Ro,orange,notNaive,English
1,Ro,paprika,notNaive,English
1,Ro,blueberry,notNaive,English
3,Ro,eggplant,notNaive,English
2,Ro,chicken,notNaive,English
2,Ro,gull,notNaive,English
1,Ro,butterfly,notNaive,English
5,Ro,goat,notNaive,English
1,Ro,lemon,notNaive,English
1,Ro,walnut,notNaive,English
3,Ro,snake,notNaive,English
3,Ro,pig,notNaive,English
4,Ro,crocodile,notNaive,English
2,Ro,melon,notNaive,English
2,Ro,owl,notNaive,English
2,Ro,lettuce,notNaive,English
5,Ro,horse,notNaive,English
1,Ro,frog,notNaive,English
1,Ro,carrot,notNaive,English
2,Ro,hedgehog,notNaive,English
4,Ro,camel,notNaive,English
2,Ro,kiwi,notNaive,English
1,Ro,gherkin,notNaive,English
1,Ro,olive,notNaive,English
1,Ro,beetroot,notNaive,English
1,Ro,almond,notNaive,English
1,Ro,grape,notNaive,English
2,Ro,broccoli,notNaive,English
1,Ro,peanut,notNaive,English
1,Ro,bee,notNaive,English
3,Ro,swan,notNaive,English
1,Ro,strawberry,notNaive,English
1,Ro,potato,notNaive,English
1,Ro,cucumber,notNaive,English
4,Ro,dolphin,notNaive,English
2,Ro,cat,notNaive,English
1,Ro,apricot,notNaive,English
1,Ro,spider,notNaive,English
3,Ro,dog,notNaive,English
1,Ro,mustard,notNaive,English
2,Ro,mole,notNaive,English
1,Ro,apple,notNaive,English
1,Ro,blackberry,notNaive,English
2,Ro,beaver,notNaive,English
2,Ro,tomato,notNaive,English
2,Ro,vulture,notNaive,English
4,Ro,reindeer,notNaive,English
1,Ro,clove,notNaive,English
1,Ro,banana,notNaive,English
1,Ro,magpie,notNaive,English
1,Ro,bat,notNaive,English
5,Ro,elephant,notNaive,English
1,Ro,avocado,notNaive,English
4,Ro,monkey,notNaive,English
5,Ro,lion,notNaive,English
3,Ro,stork,notNaive,English
2,Ro,mushroom,notNaive,English
5,K,pig,notNaive,English
2,K,melon,notNaive,English
6,K,lion,notNaive,English
1,K,peanut,notNaive,English
2,K,avocado,notNaive,English
2,K,hedgehog,notNaive,English
4,K,swan,notNaive,English
3,K,mole,notNaive,English
4,K,vulture,notNaive,English
2,K,pineapple,notNaive,English
1,K,broccoli,notNaive,English
3,K,kiwi,notNaive,English
1,K,mushroom,notNaive,English
1,K,apricot,notNaive,English
3,K,bunny,notNaive,English
1,K,blackberry,notNaive,English
3,K,snake,notNaive,English
6,K,moose,notNaive,English
5,K,fox,notNaive,English
1,K,wasp,notNaive,English
2,K,pigeon,notNaive,English
5,K,goat,notNaive,English
1,K,lemon,notNaive,English
4,K,stork,notNaive,English
1,K,grape,notNaive,English
1,K,blueberry,notNaive,English
2,K,leek,notNaive,English
1,K,clove,notNaive,English
4,K,eagle,notNaive,English
1,K,tomato,notNaive,English
3,K,squirrel,notNaive,English
1,K,paprika,notNaive,English
3,K,gull,notNaive,English
7,K,elephant,notNaive,English
2,K,bat,notNaive,English
5,K,dog,notNaive,English
1,K,cherry,notNaive,English
6,K,horse,notNaive,English
4,K,cat,notNaive,English
2,K,lettuce,notNaive,English
2,K,banana,notNaive,English
7,K,whale,notNaive,English
2,K,potato,notNaive,English
3,K,woodpecker,notNaive,English
5,K,dolphin,notNaive,English
2,K,carrot,notNaive,English
5,K,sheep,notNaive,English
1,K,bee,notNaive,English
3,K,goose,notNaive,English
2,K,apple,notNaive,English
1,K,ant,notNaive,English
1,K,olive,notNaive,English
1,K,mustard,notNaive,English
1,K,almond,notNaive,English
4,K,tortoise,notNaive,English
1,K,mouse,notNaive,English
1,K,spider,notNaive,English
3,K,magpie,notNaive,English
6,K,donkey,notNaive,English
4,K,monkey,notNaive,English
1,K,butterfly,notNaive,English
1,K,strawberry,notNaive,English
2,K,pear,notNaive,English
6,K,camel,notNaive,English
4,K,beaver,notNaive,English
2,K,asparagus,notNaive,English
1,K,frog,notNaive,English
1,K,radish,notNaive,English
1,K,walnut,notNaive,English
7,K,reindeer,notNaive,English
2,K,cucumber,notNaive,English
4,K,badger,notNaive,English
7,K,squid,notNaive,English
2,K,orange,notNaive,English
3,K,eggplant,notNaive,English
3,K,chicken,notNaive,English
6,K,shark,notNaive,English
3,K,owl,notNaive,English
1,K,gherkin,notNaive,English
7,K,crocodile,notNaive,English
2,K,beetroot,notNaive,English
1,Mi,bee,notNaive,English
4,Mi,magpie,notNaive,English
1,Mi,radish,notNaive,English
6,Mi,crocodile,notNaive,English
2,Mi,potato,notNaive,English
1,Mi,wasp,notNaive,English
4,Mi,swan,notNaive,English
2,Mi,gherkin,notNaive,English
5,Mi,dolphin,notNaive,English
7,Mi,whale,notNaive,English
4,Mi,chicken,notNaive,English
4,Mi,cat,notNaive,English
3,Mi,mole,notNaive,English
5,Mi,dog,notNaive,English
2,Mi,mouse,notNaive,English
4,Mi,kiwi,notNaive,English
7,Mi,elephant,notNaive,English
4,Mi,badger,notNaive,English
4,Mi,woodpecker,notNaive,English
1,Mi,blueberry,notNaive,English
5,Mi,donkey,notNaive,English
6,Mi,reindeer,notNaive,English
4,Mi,pigeon,notNaive,English
4,Mi,squid,notNaive,English
6,Mi,lion,notNaive,English
6,Mi,shark,notNaive,English
6,Mi,camel,notNaive,English
3,Mi,asparagus,notNaive,English
3,Mi,banana,notNaive,English
2,Mi,lemon,notNaive,English
3,Mi,cucumber,notNaive,English
4,Mi,goose,notNaive,English
3,Mi,frog,notNaive,English
2,Mi,mushroom,notNaive,English
3,Mi,carrot,notNaive,English
3,Mi,lettuce,notNaive,English
1,Mi,butterfly,notNaive,English
1,Mi,grape,notNaive,English
3,Mi,eggplant,notNaive,English
2,Mi,beetroot,notNaive,English
4,Mi,gull,notNaive,English
2,Mi,apricot,notNaive,English
3,Mi,broccoli,notNaive,English
1,Mi,strawberry,notNaive,English
4,Mi,squirrel,notNaive,English
5,Mi,fox,notNaive,English
4,Mi,owl,notNaive,English
6,Mi,moose,notNaive,English
1,Mi,walnut,notNaive,English
4,Mi,beaver,notNaive,English
1,Mi,almond,notNaive,English
1,Mi,ant,notNaive,English
4,Mi,snake,notNaive,English
1,Mi,paprika,notNaive,English
5,Mi,goat,notNaive,English
4,Mi,hedgehog,notNaive,English
4,Mi,tortoise,notNaive,English
5,Mi,monkey,notNaive,English
1,Mi,peanut,notNaive,English
1,Mi,blackberry,notNaive,English
3,Mi,melon,notNaive,English
4,Mi,stork,notNaive,English
4,Mi,eagle,notNaive,English
4,Mi,vulture,notNaive,English
2,Mi,orange,notNaive,English
5,Mi,sheep,notNaive,English
1,Mi,clove,notNaive,English
1,Mi,cherry,notNaive,English
6,Mi,horse,notNaive,English
2,Mi,apple,notNaive,English
1,Mi,mustard,notNaive,English
4,Mi,bat,notNaive,English
1,Mi,olive,notNaive,English
4,Mi,bunny,notNaive,English
3,Mi,leek,notNaive,English
2,Mi,pear,notNaive,English
5,Mi,pig,notNaive,English
2,Mi,avocado,notNaive,English
1,Mi,spider,notNaive,English
3,Mi,pineapple,notNaive,English
2,Mi,tomato,notNaive,English
3,Ri,strawberry,notNaive,English
4,Ri,lettuce,notNaive,English
2,Ri,olive,notNaive,English
5,Ri,pigeon,notNaive,English
6,Ri,dog,notNaive,English
5,Ri,squirrel,notNaive,English
1,Ri,ant,notNaive,English
4,Ri,pear,notNaive,English
1,Ri,spider,notNaive,English
6,Ri,moose,notNaive,English
3,Ri,melon,notNaive,English
4,Ri,magpie,notNaive,English
6,Ri,reindeer,notNaive,English
5,Ri,kiwi,notNaive,English
2,Ri,grape,notNaive,English
7,Ri,elephant,notNaive,English
6,Ri,dolphin,notNaive,English
6,Ri,crocodile,notNaive,English
5,Ri,shark,notNaive,English
3,Ri,bat,notNaive,English
4,Ri,chicken,notNaive,English
4,Ri,vulture,notNaive,English
4,Ri,snake,notNaive,English
2,Ri,bee,notNaive,English
4,Ri,stork,notNaive,English
3,Ri,beetroot,notNaive,English
3,Ri,eggplant,notNaive,English
2,Ri,walnut,notNaive,English
2,Ri,mushroom,notNaive,English
2,Ri,radish,notNaive,English
3,Ri,pineapple,notNaive,English
2,Ri,tomato,notNaive,English
3,Ri,apple,notNaive,English
3,Ri,banana,notNaive,English
6,Ri,squid,notNaive,English
6,Ri,badger,notNaive,English
4,Ri,eagle,notNaive,English
4,Ri,tortoise,notNaive,English
3,Ri,hedgehog,notNaive,English
4,Ri,goose,notNaive,English
2,Ri,peanut,notNaive,English
6,Ri,horse,notNaive,English
1,Ri,paprika,notNaive,English
2,Ri,lemon,notNaive,English
6,Ri,goat,notNaive,English
3,Ri,apricot,notNaive,English
6,Ri,sheep,notNaive,English
3,Ri,carrot,notNaive,English
3,Ri,broccoli,notNaive,English
5,Ri,swan,notNaive,English
3,Ri,frog,notNaive,English
3,Ri,owl,notNaive,English
6,Ri,beaver,notNaive,English
4,Ri,woodpecker,notNaive,English
3,Ri,mouse,notNaive,English
6,Ri,donkey,notNaive,English
4,Ri,mole,notNaive,English
2,Ri,wasp,notNaive,English
3,Ri,orange,notNaive,English
3,Ri,avocado,notNaive,English
5,Ri,monkey,notNaive,English
3,Ri,potato,notNaive,English
4,Ri,gull,notNaive,English
6,Ri,lion,notNaive,English
2,Ri,almond,notNaive,English
2,Ri,blueberry,notNaive,English
2,Ri,gherkin,notNaive,English
2,Ri,cherry,notNaive,English
2,Ri,blackberry,notNaive,English
2,Ri,butterfly,notNaive,English
1,Ri,mustard,notNaive,English
1,Ri,clove,notNaive,English
3,Ri,cucumber,notNaive,English
5,Ri,fox,notNaive,English
5,Ri,bunny,notNaive,English
6,Ri,pig,notNaive,English
5,Ri,cat,notNaive,English
3,Ri,leek,notNaive,English
7,Ri,whale,notNaive,English
6,Ri,camel,notNaive,English
2,Ri,asparagus,notNaive,English
1,Mir,bee,notNaive,notEnglish
2,Mir,magpie,notNaive,notEnglish
3,Mir,radish,notNaive,notEnglish
6,Mir,crocodile,notNaive,notEnglish
2,Mir,potato,notNaive,notEnglish
1,Mir,wasp,notNaive,notEnglish
5,Mir,swan,notNaive,notEnglish
3,Mir,gherkin,notNaive,notEnglish
6,Mir,dolphin,notNaive,notEnglish
7,Mir,whale,notNaive,notEnglish
3,Mir,chicken,notNaive,notEnglish
3,Mir,cat,notNaive,notEnglish
1,Mir,mole,notNaive,notEnglish
3,Mir,dog,notNaive,notEnglish
2,Mir,mouse,notNaive,notEnglish
2,Mir,kiwi,notNaive,notEnglish
7,Mir,elephant,notNaive,notEnglish
5,Mir,badger,notNaive,notEnglish
2,Mir,woodpecker,notNaive,notEnglish
1,Mir,blueberry,notNaive,notEnglish
6,Mir,donkey,notNaive,notEnglish
6,Mir,reindeer,notNaive,notEnglish
2,Mir,pigeon,notNaive,notEnglish
2,Mir,squid,notNaive,notEnglish
5,Mir,lion,notNaive,notEnglish
7,Mir,shark,notNaive,notEnglish
6,Mir,camel,notNaive,notEnglish
2,Mir,asparagus,notNaive,notEnglish
2,Mir,banana,notNaive,notEnglish
2,Mir,lemon,notNaive,notEnglish
2,Mir,cucumber,notNaive,notEnglish
5,Mir,goose,notNaive,notEnglish
1,Mir,frog,notNaive,notEnglish
1,Mir,mushroom,notNaive,notEnglish
2,Mir,carrot,notNaive,notEnglish
2,Mir,lettuce,notNaive,notEnglish
1,Mir,butterfly,notNaive,notEnglish
2,Mir,grape,notNaive,notEnglish
2,Mir,eggplant,notNaive,notEnglish
2,Mir,beetroot,notNaive,notEnglish
3,Mir,gull,notNaive,notEnglish
1,Mir,apricot,notNaive,notEnglish
3,Mir,broccoli,notNaive,notEnglish
1,Mir,strawberry,notNaive,notEnglish
1,Mir,squirrel,notNaive,notEnglish
4,Mir,fox,notNaive,notEnglish
3,Mir,owl,notNaive,notEnglish
6,Mir,moose,notNaive,notEnglish
1,Mir,walnut,notNaive,notEnglish
2,Mir,beaver,notNaive,notEnglish
1,Mir,almond,notNaive,notEnglish
1,Mir,ant,notNaive,notEnglish
5,Mir,snake,notNaive,notEnglish
1,Mir,paprika,notNaive,notEnglish
5,Mir,goat,notNaive,notEnglish
5,Mir,hedgehog,notNaive,notEnglish
5,Mir,tortoise,notNaive,notEnglish
4,Mir,monkey,notNaive,notEnglish
1,Mir,peanut,notNaive,notEnglish
1,Mir,blackberry,notNaive,notEnglish
3,Mir,melon,notNaive,notEnglish
1,Mir,stork,notNaive,notEnglish
5,Mir,eagle,notNaive,notEnglish
3,Mir,vulture,notNaive,notEnglish
2,Mir,orange,notNaive,notEnglish
5,Mir,sheep,notNaive,notEnglish
1,Mir,clove,notNaive,notEnglish
1,Mir,cherry,notNaive,notEnglish
6,Mir,horse,notNaive,notEnglish
2,Mir,apple,notNaive,notEnglish
1,Mir,mustard,notNaive,notEnglish
3,Mir,bat,notNaive,notEnglish
1,Mir,olive,notNaive,notEnglish
2,Mir,bunny,notNaive,notEnglish
2,Mir,leek,notNaive,notEnglish
2,Mir,pear,notNaive,notEnglish
5,Mir,pig,notNaive,notEnglish
2,Mir,avocado,notNaive,notEnglish
1,Mir,spider,notNaive,notEnglish
2,Mir,pineapple,notNaive,notEnglish
2,Mir,tomato,notNaive,notEnglish
4,Wi,donkey,notNaive,English
3,Wi,goose,notNaive,English
2,Wi,owl,notNaive,English
2,Wi,hedgehog,notNaive,English
4,Wi,vulture,notNaive,English
2,Wi,olive,notNaive,English
3,Wi,carrot,notNaive,English
3,Wi,kiwi,notNaive,English
1,Wi,blackberry,notNaive,English
1,Wi,blueberry,notNaive,English
4,Wi,dolphin,notNaive,English
3,Wi,melon,notNaive,English
3,Wi,gull,notNaive,English
6,Wi,squid,notNaive,English
3,Wi,tomato,notNaive,English
4,Wi,mushroom,notNaive,English
3,Wi,dog,notNaive,English
5,Wi,shark,notNaive,English
7,Wi,elephant,notNaive,English
2,Wi,orange,notNaive,English
2,Wi,leek,notNaive,English
5,Wi,lion,notNaive,English
4,Wi,crocodile,notNaive,English
3,Wi,pig,notNaive,English
3,Wi,pineapple,notNaive,English
3,Wi,swan,notNaive,English
2,Wi,apricot,notNaive,English
2,Wi,frog,notNaive,English
2,Wi,lettuce,notNaive,English
1,Wi,ant,notNaive,English
1,Wi,cherry,notNaive,English
1,Wi,clove,notNaive,English
1,Wi,wasp,notNaive,English
2,Wi,avocado,notNaive,English
3,Wi,squirrel,notNaive,English
2,Wi,bat,notNaive,English
2,Wi,radish,notNaive,English
1,Wi,butterfly,notNaive,English
2,Wi,paprika,notNaive,English
4,Wi,sheep,notNaive,English
3,Wi,cat,notNaive,English
5,Wi,reindeer,notNaive,English
2,Wi,cucumber,notNaive,English
3,Wi,bunny,notNaive,English
3,Wi,snake,notNaive,English
2,Wi,beetroot,notNaive,English
5,Wi,moose,notNaive,English
7,Wi,whale,notNaive,English
2,Wi,pear,notNaive,English
3,Wi,mole,notNaive,English
4,Wi,monkey,notNaive,English
2,Wi,gherkin,notNaive,English
1,Wi,peanut,notNaive,English
3,Wi,badger,notNaive,English
2,Wi,potato,notNaive,English
1,Wi,bee,notNaive,English
5,Wi,camel,notNaive,English
2,Wi,walnut,notNaive,English
2,Wi,mouse,notNaive,English
2,Wi,eggplant,notNaive,English
3,Wi,tortoise,notNaive,English
2,Wi,woodpecker,notNaive,English
4,Wi,fox,notNaive,English
4,Wi,magpie,notNaive,English
3,Wi,banana,notNaive,English
1,Wi,grape,notNaive,English
1,Wi,almond,notNaive,English
2,Wi,lemon,notNaive,English
1,Wi,strawberry,notNaive,English
4,Wi,goat,notNaive,English
5,Wi,horse,notNaive,English
3,Wi,broccoli,notNaive,English
3,Wi,asparagus,notNaive,English
3,Wi,apple,notNaive,English
4,Wi,eagle,notNaive,English
4,Wi,pigeon,notNaive,English
2,Wi,chicken,notNaive,English
1,Wi,spider,notNaive,English
1,Wi,mustard,notNaive,English
4,Wi,stork,notNaive,English
4,Wi,beaver,notNaive,English
6,Vi,donkey,notNaive,notEnglish
4,Vi,goose,notNaive,notEnglish
3,Vi,owl,notNaive,notEnglish
2,Vi,hedgehog,notNaive,notEnglish
3,Vi,vulture,notNaive,notEnglish
1,Vi,olive,notNaive,notEnglish
1,Vi,carrot,notNaive,notEnglish
1,Vi,kiwi,notNaive,notEnglish
1,Vi,blackberry,notNaive,notEnglish
1,Vi,blueberry,notNaive,notEnglish
5,Vi,dolphin,notNaive,notEnglish
3,Vi,melon,notNaive,notEnglish
3,Vi,gull,notNaive,notEnglish
3,Vi,squid,notNaive,notEnglish
2,Vi,tomato,notNaive,notEnglish
1,Vi,mushroom,notNaive,notEnglish
4,Vi,dog,notNaive,notEnglish
5,Vi,shark,notNaive,notEnglish
7,Vi,elephant,notNaive,notEnglish
2,Vi,orange,notNaive,notEnglish
2,Vi,leek,notNaive,notEnglish
6,Vi,lion,notNaive,notEnglish
6,Vi,crocodile,notNaive,notEnglish
5,Vi,pig,notNaive,notEnglish
2,Vi,pineapple,notNaive,notEnglish
3,Vi,swan,notNaive,notEnglish
1,Vi,apricot,notNaive,notEnglish
1,Vi,frog,notNaive,notEnglish
1,Vi,lettuce,notNaive,notEnglish
1,Vi,ant,notNaive,notEnglish
1,Vi,cherry,notNaive,notEnglish
1,Vi,clove,notNaive,notEnglish
1,Vi,wasp,notNaive,notEnglish
1,Vi,avocado,notNaive,notEnglish
2,Vi,squirrel,notNaive,notEnglish
2,Vi,bat,notNaive,notEnglish
1,Vi,radish,notNaive,notEnglish
1,Vi,butterfly,notNaive,notEnglish
1,Vi,paprika,notNaive,notEnglish
4,Vi,sheep,notNaive,notEnglish
3,Vi,cat,notNaive,notEnglish
6,Vi,reindeer,notNaive,notEnglish
2,Vi,cucumber,notNaive,notEnglish
2,Vi,bunny,notNaive,notEnglish
2,Vi,snake,notNaive,notEnglish
2,Vi,beetroot,notNaive,notEnglish
6,Vi,moose,notNaive,notEnglish
7,Vi,whale,notNaive,notEnglish
2,Vi,pear,notNaive,notEnglish
1,Vi,mole,notNaive,notEnglish
2,Vi,monkey,notNaive,notEnglish
1,Vi,gherkin,notNaive,notEnglish
1,Vi,peanut,notNaive,notEnglish
1,Vi,badger,notNaive,notEnglish
1,Vi,potato,notNaive,notEnglish
1,Vi,bee,notNaive,notEnglish
6,Vi,camel,notNaive,notEnglish
1,Vi,walnut,notNaive,notEnglish
1,Vi,mouse,notNaive,notEnglish
2,Vi,eggplant,notNaive,notEnglish
3,Vi,tortoise,notNaive,notEnglish
2,Vi,woodpecker,notNaive,notEnglish
3,Vi,fox,notNaive,notEnglish
2,Vi,magpie,notNaive,notEnglish
1,Vi,banana,notNaive,notEnglish
1,Vi,grape,notNaive,notEnglish
1,Vi,almond,notNaive,notEnglish
1,Vi,lemon,notNaive,notEnglish
1,Vi,strawberry,notNaive,notEnglish
6,Vi,goat,notNaive,notEnglish
6,Vi,horse,notNaive,notEnglish
1,Vi,broccoli,notNaive,notEnglish
1,Vi,asparagus,notNaive,notEnglish
1,Vi,apple,notNaive,notEnglish
3,Vi,eagle,notNaive,notEnglish
2,Vi,pigeon,notNaive,notEnglish
2,Vi,chicken,notNaive,notEnglish
1,Vi,spider,notNaive,notEnglish
1,Vi,mustard,notNaive,notEnglish
3,Vi,stork,notNaive,notEnglish
2,Vi,beaver,notNaive,notEnglish
1,Ji,frog,notNaive,notEnglish
1,Ji,beetroot,notNaive,notEnglish
1,Ji,leek,notNaive,notEnglish
3,Ji,owl,notNaive,notEnglish
1,Ji,peanut,notNaive,notEnglish
1,Ji,walnut,notNaive,notEnglish
2,Ji,apple,notNaive,notEnglish
1,Ji,spider,notNaive,notEnglish
4,Ji,swan,notNaive,notEnglish
1,Ji,butterfly,notNaive,notEnglish
5,Ji,goat,notNaive,notEnglish
5,Ji,fox,notNaive,notEnglish
2,Ji,melon,notNaive,notEnglish
5,Ji,donkey,notNaive,notEnglish
1,Ji,asparagus,notNaive,notEnglish
2,Ji,pigeon,notNaive,notEnglish
3,Ji,bunny,notNaive,notEnglish
1,Ji,clove,notNaive,notEnglish
1,Ji,paprika,notNaive,notEnglish
1,Ji,olive,notNaive,notEnglish
6,Ji,horse,notNaive,notEnglish
2,Ji,pineapple,notNaive,notEnglish
7,Ji,moose,notNaive,notEnglish
1,Ji,banana,notNaive,notEnglish
1,Ji,lemon,notNaive,notEnglish
7,Ji,lion,notNaive,notEnglish
4,Ji,pig,notNaive,notEnglish
1,Ji,grape,notNaive,notEnglish
1,Ji,pear,notNaive,notEnglish
1,Ji,mustard,notNaive,notEnglish
1,Ji,ant,notNaive,notEnglish
1,Ji,wasp,notNaive,notEnglish
4,Ji,sheep,notNaive,notEnglish
3,Ji,woodpecker,notNaive,notEnglish
1,Ji,orange,notNaive,notEnglish
6,Ji,vulture,notNaive,notEnglish
1,Ji,strawberry,notNaive,notEnglish
3,Ji,dog,notNaive,notEnglish
2,Ji,chicken,notNaive,notEnglish
1,Ji,mushroom,notNaive,notEnglish
3,Ji,monkey,notNaive,notEnglish
1,Ji,tomato,notNaive,notEnglish
1,Ji,mole,notNaive,notEnglish
4,Ji,badger,notNaive,notEnglish
1,Ji,potato,notNaive,notEnglish
2,Ji,snake,notNaive,notEnglish
7,Ji,camel,notNaive,notEnglish
2,Ji,radish,notNaive,notEnglish
3,Ji,magpie,notNaive,notEnglish
1,Ji,mouse,notNaive,notEnglish
4,Ji,gull,notNaive,notEnglish
7,Ji,crocodile,notNaive,notEnglish
1,Ji,bee,notNaive,notEnglish
1,Ji,almond,notNaive,notEnglish
2,Ji,broccoli,notNaive,notEnglish
2,Ji,carrot,notNaive,notEnglish
1,Ji,gherkin,notNaive,notEnglish
7,Ji,shark,notNaive,notEnglish
2,Ji,avocado,notNaive,notEnglish
1,Ji,blueberry,notNaive,notEnglish
6,Ji,dolphin,notNaive,notEnglish
2,Ji,cat,notNaive,notEnglish
3,Ji,beaver,notNaive,notEnglish
7,Ji,elephant,notNaive,notEnglish
1,Ji,apricot,notNaive,notEnglish
2,Ji,tortoise,notNaive,notEnglish
3,Ji,goose,notNaive,notEnglish
2,Ji,squid,notNaive,notEnglish
2,Ji,lettuce,notNaive,notEnglish
1,Ji,squirrel,notNaive,notEnglish
1,Ji,cherry,notNaive,notEnglish
7,Ji,whale,notNaive,notEnglish
5,Ji,eagle,notNaive,notEnglish
2,Ji,eggplant,notNaive,notEnglish
1,Ji,hedgehog,notNaive,notEnglish
3,Ji,kiwi,notNaive,notEnglish
2,Ji,bat,notNaive,notEnglish
1,Ji,blackberry,notNaive,notEnglish
2,Ji,stork,notNaive,notEnglish
6,Ji,reindeer,notNaive,notEnglish
2,Ji,cucumber,notNaive,notEnglish
4,An,pig,notNaive,English
5,An,melon,notNaive,English
5,An,lion,notNaive,English
1,An,peanut,notNaive,English
2,An,avocado,notNaive,English
2,An,hedgehog,notNaive,English
3,An,swan,notNaive,English
2,An,mole,notNaive,English
4,An,vulture,notNaive,English
3,An,pineapple,notNaive,English
1,An,broccoli,notNaive,English
2,An,kiwi,notNaive,English
1,An,mushroom,notNaive,English
1,An,apricot,notNaive,English
2,An,bunny,notNaive,English
1,An,blackberry,notNaive,English
3,An,snake,notNaive,English
5,An,moose,notNaive,English
4,An,fox,notNaive,English
1,An,wasp,notNaive,English
2,An,pigeon,notNaive,English
3,An,goat,notNaive,English
1,An,lemon,notNaive,English
4,An,stork,notNaive,English
1,An,grape,notNaive,English
1,An,blueberry,notNaive,English
2,An,leek,notNaive,English
1,An,clove,notNaive,English
3,An,eagle,notNaive,English
1,An,tomato,notNaive,English
2,An,squirrel,notNaive,English
1,An,paprika,notNaive,English
3,An,gull,notNaive,English
7,An,elephant,notNaive,English
2,An,bat,notNaive,English
4,An,dog,notNaive,English
1,An,cherry,notNaive,English
6,An,horse,notNaive,English
3,An,cat,notNaive,English
1,An,lettuce,notNaive,English
1,An,banana,notNaive,English
7,An,whale,notNaive,English
1,An,potato,notNaive,English
3,An,woodpecker,notNaive,English
4,An,dolphin,notNaive,English
1,An,carrot,notNaive,English
4,An,sheep,notNaive,English
1,An,bee,notNaive,English
3,An,goose,notNaive,English
1,An,apple,notNaive,English
1,An,ant,notNaive,English
1,An,olive,notNaive,English
1,An,mustard,notNaive,English
1,An,almond,notNaive,English
4,An,tortoise,notNaive,English
1,An,mouse,notNaive,English
1,An,spider,notNaive,English
3,An,magpie,notNaive,English
5,An,donkey,notNaive,English
4,An,monkey,notNaive,English
1,An,butterfly,notNaive,English
1,An,strawberry,notNaive,English
1,An,pear,notNaive,English
6,An,camel,notNaive,English
2,An,beaver,notNaive,English
1,An,asparagus,notNaive,English
1,An,frog,notNaive,English
1,An,radish,notNaive,English
1,An,walnut,notNaive,English
6,An,reindeer,notNaive,English
2,An,cucumber,notNaive,English
2,An,badger,notNaive,English
3,An,squid,notNaive,English
2,An,orange,notNaive,English
2,An,eggplant,notNaive,English
2,An,chicken,notNaive,English
5,An,shark,notNaive,English
2,An,owl,notNaive,English
1,An,gherkin,notNaive,English
6,An,crocodile,notNaive,English
1,An,beetroot,notNaive,English
